,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales
3934,DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,1997,Small,Tier 1,2603.278
3938,FDE33,19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,OUT013,1987,High,Tier 3,2278.3676
3959,NCW06,16.2,Low Fat,0.050442528,Household,190.8162,OUT045,2002,,Tier 2,2693.8268
3960,NCC18,19.1,Low Fat,0.177992139,Household,173.1422,OUT018,2009,Medium,Tier 3,2931.5174
3963,FDB08,6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,OUT049,1999,Medium,Tier 1,2085.9514
3969,NCW29,14,Low Fat,0.028980533,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,2077.296
3997,FDC34,16,Regular,0.173462841,Snack Foods,157.6972,OUT018,2009,Medium,Tier 3,2960.1468
3999,FDG05,,Regular,0.087421738,Frozen Foods,154.463,OUT027,1985,Medium,Tier 3,2972.797
4019,FDN57,18.25,Low Fat,0.054234197,Snack Foods,142.0154,OUT046,1997,Small,Tier 1,2269.0464
4026,FDX49,4.615,Regular,0.102038294,Canned,231.93,OUT045,2002,,Tier 2,2563.33
4034,FDD23,9.5,Regular,0.048883854,Starchy Foods,185.7898,OUT018,2009,Medium,Tier 3,2619.2572
4045,NCH55,16.35,Low Fat,0,Household,127.902,OUT017,2007,,Tier 2,2150.534
4047,FDT44,16.6,Low Fat,0.103146658,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,2239.0854
4049,FDG08,13.15,Regular,0.166032929,Fruits and Vegetables,170.8764,OUT018,2009,Medium,Tier 3,2233.0932
4052,FDU24,,Regular,0.139484292,Baking Goods,94.312,OUT027,1985,Medium,Tier 3,2516.724
4053,FDW03,5.63,Regular,0.024536636,Meat,106.1306,OUT035,2004,Small,Tier 2,2090.612
4060,NCQ18,,Low Fat,0.134418705,Household,99.67,OUT027,1985,Medium,Tier 3,2596.62
4063,NCQ05,11.395,Low Fat,0.021639678,Health and Hygiene,150.1708,OUT049,1999,Medium,Tier 1,2708.4744
4071,DRN11,7.85,Low Fat,0.163233667,Hard Drinks,144.6444,OUT049,1999,Medium,Tier 1,2467.4548
4074,FDM24,6.135,Regular,0.079327367,Baking Goods,152.8366,OUT046,1997,Small,Tier 1,2871.5954
4075,FDX09,9,LF,0.065194971,Snack Foods,177.737,OUT013,1987,High,Tier 3,2117.244
4081,DRH39,,Low Fat,0.092241348,Dairy,75.867,OUT027,1985,Medium,Tier 3,2450.144
4089,FDY45,17.5,Low Fat,0.026195131,Snack Foods,252.6356,OUT045,2002,,Tier 2,2543.356
4090,FDY04,17.7,Regular,0.042542484,Frozen Foods,161.921,OUT049,1999,Medium,Tier 1,2120.573
4094,FDH58,12.3,low fat,0.037148619,Snack Foods,116.8834,OUT017,2007,,Tier 2,2649.2182
4104,FDA56,9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,OUT013,1987,High,Tier 3,2071.3038
4109,FDS15,9.195,Regular,0.078060601,Meat,106.3596,OUT046,1997,Small,Tier 1,2912.2092
4111,DRP47,15.75,Low Fat,0.140821917,Hard Drinks,252.9382,OUT049,1999,Medium,Tier 1,2775.7202
4114,NCM26,20.5,LF,0.02312394,Others,154.634,OUT013,1987,High,Tier 3,2297.01
4115,FDS46,17.6,Regular,0.047449835,Snack Foods,118.1782,OUT018,2009,Medium,Tier 3,2621.9204
4117,NCR05,10.1,Low Fat,0.054620504,Health and Hygiene,197.5084,OUT035,2004,Small,Tier 2,2976.126
4120,FDP31,,Regular,0.160722863,Fruits and Vegetables,65.7168,OUT027,1985,Medium,Tier 3,2237.088
4121,FDE57,9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,OUT013,1987,High,Tier 3,2694.4926
4133,NCT41,15.7,LF,0.055943697,Health and Hygiene,150.6024,OUT013,1987,High,Tier 3,2428.8384
4142,FDS59,14.8,Regular,0.043982464,Breads,110.657,OUT045,2002,,Tier 2,2966.139
4148,FDK32,16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,OUT049,1999,Medium,Tier 1,2439.4912
4150,FDP28,13.65,Regular,0.08062523,Frozen Foods,259.6936,OUT035,2004,Small,Tier 2,2087.9488
4151,DRZ24,7.535,Low Fat,0.081787519,Soft Drinks,120.844,OUT046,1997,Small,Tier 1,2157.192
4162,FDN04,11.8,Regular,0,Frozen Foods,179.2344,OUT035,2004,Small,Tier 2,2141.2128
4167,FDP57,17.5,Low Fat,0,Snack Foods,102.999,OUT046,1997,Small,Tier 1,2992.771
4181,FDE02,8.71,Low Fat,0.121936216,Canned,94.4778,OUT017,2007,,Tier 2,2628.5784
4184,FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,2007,,Tier 2,2406.867
4195,NCO26,7.235,Low Fat,0.076791671,Household,116.4492,OUT013,1987,High,Tier 3,2316.984
4198,DRD25,,Low Fat,0.078589629,Soft Drinks,113.286,OUT027,1985,Medium,Tier 3,2716.464
4200,FDK51,19.85,Low Fat,0.005235143,Dairy,265.8884,OUT046,1997,Small,Tier 1,2649.884
4203,FDI34,10.65,Regular,0.085617517,Snack Foods,229.3668,OUT017,2007,,Tier 2,2303.668
4206,FDI38,13.35,Regular,0.014656564,Canned,208.5638,OUT045,2002,,Tier 2,2277.7018
4209,FDI09,20.75,Regular,0.12953868,Seafood,240.288,OUT049,1999,Medium,Tier 1,2396.88
4216,FDY03,17.6,Regular,0.076058484,Meat,111.8202,OUT013,1987,High,Tier 3,2025.3636
4218,FDP28,13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,2002,,Tier 2,2348.9424
4222,DRK59,8.895,Low Fat,0,Hard Drinks,232.9616,OUT045,2002,,Tier 2,2812.3392
4226,FDR46,16.85,Low Fat,0.139301634,Snack Foods,144.976,OUT013,1987,High,Tier 3,2783.044
4228,NCO26,7.235,Low Fat,0.077290355,Household,116.9492,OUT017,2007,,Tier 2,2316.984
4236,FDL33,7.235,Low Fat,0,Snack Foods,197.2452,OUT035,2004,Small,Tier 2,2348.9424
4237,FDS03,7.825,Low Fat,0.07962861,Meat,63.4826,OUT046,1997,Small,Tier 1,2002.0606
4238,NCY18,,Low Fat,0.03100078,Household,177.0054,OUT027,1985,Medium,Tier 3,2101.2648
4254,FDW27,5.86,Regular,0.150853308,Meat,156.0314,OUT046,1997,Small,Tier 1,2016.7082
4263,FDW49,19.5,LF,0.082483516,Canned,179.2002,OUT013,1987,High,Tier 3,2865.6032
4265,FDS33,6.67,Regular,0.124126756,Snack Foods,88.9514,OUT017,2007,,Tier 2,2125.2336
4272,NCO18,13.15,Low Fat,0.024630755,Household,178.2686,OUT013,1987,High,Tier 3,2666.529
4275,FDB36,5.465,Regular,0.048518008,Baking Goods,132.9626,OUT035,2004,Small,Tier 2,2360.9268
4277,FDP60,,Low Fat,0.055648052,Baking Goods,100.3016,OUT027,1985,Medium,Tier 3,2833.6448
4292,FDZ15,,Low Fat,0.020769677,Dairy,117.5782,OUT027,1985,Medium,Tier 3,2741.0986
4293,FDM13,6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,2004,Small,Tier 2,2098.6016
4304,FDZ23,17.75,Regular,0.067607749,Baking Goods,188.024,OUT049,1999,Medium,Tier 1,2796.36
4314,NCM31,6.095,Low Fat,0.081361288,Others,141.9154,OUT045,2002,,Tier 2,2694.4926
4325,FDU20,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,1999,Medium,Tier 1,2892.2352
4329,FDZ35,9.6,Regular,0.022274264,Breads,101.699,OUT035,2004,Small,Tier 2,2992.771
4331,FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,2009,Medium,Tier 3,2862.94
4338,FDC50,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,1997,Small,Tier 1,2856.282
4347,NCF30,17,Low Fat,0.126958147,Household,125.8362,OUT017,2007,,Tier 2,2516.724
4353,FDU11,4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,2009,Medium,Tier 3,2048.6666
4356,FDR15,9.3,Regular,0.033505804,Meat,153.4314,OUT045,2002,,Tier 2,2482.1024
4362,NCL29,9.695,Low Fat,0.113917889,Health and Hygiene,158.2604,OUT035,2004,Small,Tier 2,2693.8268
4364,DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,1987,High,Tier 3,2931.5174
4368,FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,2002,,Tier 2,2564.6616
4373,NCG30,,Low Fat,0.111777297,Household,124.6046,OUT027,1985,Medium,Tier 3,2863.6058
4377,FDT08,13.65,LF,0.04917754,Fruits and Vegetables,151.805,OUT013,1987,High,Tier 3,2696.49
4380,NCR29,,Low Fat,0.054376275,Health and Hygiene,56.293,OUT027,1985,Medium,Tier 3,2546.685
4385,FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,2004,Small,Tier 2,2976.7918
4390,NCN43,12.15,Low Fat,0.006754117,Others,122.173,OUT013,1987,High,Tier 3,2586.633
4392,NCN41,17,Low Fat,0.052209303,Health and Hygiene,122.373,OUT046,1997,Small,Tier 1,2586.633
4400,FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,1999,Medium,Tier 1,2458.1336
4403,NCQ17,10.3,LF,0.117593973,Health and Hygiene,154.463,OUT017,2007,,Tier 2,2503.408
4407,NCO53,16.2,Low Fat,0.176175402,Health and Hygiene,184.0608,OUT017,2007,,Tier 2,2021.3688
4423,NCZ30,6.59,Low Fat,0.026225693,Household,119.0098,OUT049,1999,Medium,Tier 1,2530.7058
4425,FDU40,20.85,Low Fat,0.03747983,Frozen Foods,192.7478,OUT045,2002,,Tier 2,2131.2258
4426,NCL18,18.85,Low Fat,0.168531813,Household,192.5136,OUT017,2007,,Tier 2,2916.204
4428,NCV05,10.1,Low Fat,0.030269774,Health and Hygiene,152.4656,OUT045,2002,,Tier 2,2934.8464
4435,FDP40,4.555,Regular,0.034357169,Frozen Foods,112.6544,OUT046,1997,Small,Tier 1,2684.5056
4436,FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8478,OUT035,2004,Small,Tier 2,2712.4692
4440,FDH50,15,Regular,0.161762835,Canned,185.9266,OUT045,2002,,Tier 2,2581.9724
4441,FDZ09,17.6,Low Fat,0.104878967,Snack Foods,164.8868,OUT046,1997,Small,Tier 1,2456.802
4443,NCU30,5.11,Low Fat,0.034868095,Household,163.821,OUT035,2004,Small,Tier 2,2120.573
4447,DRD12,6.96,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,2004,Small,Tier 2,2189.1504
4450,FDR11,10.5,Regular,0.142511272,Breads,158.7578,OUT035,2004,Small,Tier 2,2246.4092
4455,FDV03,17.6,Low Fat,0.058091269,Meat,156.2314,OUT046,1997,Small,Tier 1,2947.4966
4463,NCB43,20.2,Low Fat,0.100477461,Household,187.7898,OUT017,2007,,Tier 2,2245.0776
4469,FDI04,13.65,reg,0.073060301,Frozen Foods,196.2426,OUT045,2002,,Tier 2,2570.6538
4471,FDP28,13.65,Regular,0.080968973,Frozen Foods,259.7936,OUT018,2009,Medium,Tier 3,2609.936
4477,FDV19,14.85,Regular,0.035227697,Fruits and Vegetables,159.5578,OUT013,1987,High,Tier 3,2085.9514
4485,NCK42,7.475,LF,0.013146636,Household,214.5192,OUT045,2002,,Tier 2,2804.3496
4498,FDW47,15,Low Fat,0.046447328,Breads,121.5414,OUT049,1999,Medium,Tier 1,2436.828
4507,NCU42,9,Low Fat,0.019616991,Household,169.6474,OUT017,2007,,Tier 2,2526.711
4513,FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102,OUT018,2009,Medium,Tier 3,2770.3938
4526,FDQ44,20.5,Low Fat,0.036140297,Fruits and Vegetables,120.0756,OUT046,1997,Small,Tier 1,2302.3364
4528,FDW36,11.15,Low Fat,0.057021156,Baking Goods,106.8622,OUT049,1999,Medium,Tier 1,2011.3818
4530,FDL09,19.6,Regular,0.12829573,Snack Foods,167.2816,OUT045,2002,,Tier 2,2013.3792
4533,FDN60,15.1,Low Fat,0.095696334,Baking Goods,159.7604,OUT017,2007,,Tier 2,2693.8268
4535,FDX08,12.85,Low Fat,0.022696131,Fruits and Vegetables,179.9318,OUT018,2009,Medium,Tier 3,2706.477
4543,FDN10,,Low Fat,0.045900448,Snack Foods,118.9124,OUT027,1985,Medium,Tier 3,2844.2976
4547,FDT60,12,Low Fat,0.075701524,Baking Goods,124.6388,OUT045,2002,,Tier 2,2105.2596
4561,FDU23,,LF,0.021618297,Breads,167.1184,OUT027,1985,Medium,Tier 3,2476.776
4563,DRH36,16.2,Low Fat,0.033568871,Soft Drinks,74.9696,OUT017,2007,,Tier 2,2162.5184
4567,FDQ16,19.7,Low Fat,0.041974489,Frozen Foods,108.6912,OUT017,2007,,Tier 2,2183.824
4568,FDG09,20.6,Regular,0.048207431,Fruits and Vegetables,188.0556,OUT017,2007,,Tier 2,2065.3116
4580,FDY01,11.8,Regular,0.170141787,Canned,116.7834,OUT013,1987,High,Tier 3,2303.668
4586,FDV39,11.3,Low Fat,0.007321067,Meat,197.7426,OUT017,2007,,Tier 2,2570.6538
4592,FDC45,17,Low Fat,0.135707553,Fruits and Vegetables,172.5106,OUT035,2004,Small,Tier 2,2053.3272
4599,FDR31,6.46,Regular,0.049121972,Fruits and Vegetables,144.6102,OUT013,1987,High,Tier 3,2916.204
4611,DRC12,17.85,Low Fat,0.037826873,Soft Drinks,189.7188,OUT046,1997,Small,Tier 1,2285.0256
4619,FDX33,9.195,Regular,0.117484834,Snack Foods,158.5578,OUT046,1997,Small,Tier 1,2406.867
4624,NCB31,6.235,Low Fat,0.119157788,Household,263.791,OUT018,2009,Medium,Tier 3,2103.928
4638,FDS20,8.85,Low Fat,0.053822086,Fruits and Vegetables,183.8292,OUT013,1987,High,Tier 3,2554.0088
4642,FDB40,17.5,Regular,0.007570599,Dairy,144.6102,OUT018,2009,Medium,Tier 3,2187.153
4647,FDX24,8.355,Low Fat,0.013929059,Baking Goods,94.1462,OUT046,1997,Small,Tier 1,2221.1088
4653,FDN33,,Regular,0.122519571,Snack Foods,93.0436,OUT027,1985,Medium,Tier 3,2363.59
4654,FDA09,13.35,Regular,0.15021128,Snack Foods,179.066,OUT017,2007,,Tier 2,2696.49
4656,NCE55,8.92,Low Fat,0.130663423,Household,175.237,OUT017,2007,,Tier 2,2117.244
4657,FDG12,6.635,Regular,0.006335942,Baking Goods,121.8098,OUT049,1999,Medium,Tier 1,2048.6666
4665,NCC18,19.1,Low Fat,0.177236497,Household,172.3422,OUT035,2004,Small,Tier 2,2586.633
4668,FDD38,16.75,Regular,0.008204465,Canned,99.8674,OUT049,1999,Medium,Tier 1,2342.9502
4671,FDH19,19.35,Low Fat,0.033275634,Meat,173.8738,OUT017,2007,,Tier 2,2432.8332
4672,FDW26,11.8,Regular,0.107662745,Dairy,224.1772,OUT017,2007,,Tier 2,2890.9036
4675,FDV22,14.85,Regular,0.009954237,Snack Foods,158.263,OUT049,1999,Medium,Tier 1,2659.871
4686,FDQ48,14.3,reg,0.034382602,Baking Goods,96.5726,OUT013,1987,High,Tier 3,2251.0698
4690,FDY59,8.195,Low Fat,0.031467128,Baking Goods,91.8462,OUT045,2002,,Tier 2,2313.655
4693,NCI30,20.25,Low Fat,0.058935522,Household,246.646,OUT046,1997,Small,Tier 1,2463.46
4697,FDY03,17.6,Regular,0.076431919,Meat,113.2202,OUT018,2009,Medium,Tier 3,2025.3636
4700,FDK16,9.065,Low Fat,0.115233813,Frozen Foods,94.4094,OUT013,1987,High,Tier 3,2856.282
4702,NCD18,16,Low Fat,0.073080167,Household,228.4668,OUT017,2007,,Tier 2,2534.0348
4703,FDF52,9.3,Low Fat,0.066727717,Frozen Foods,181.6292,OUT013,1987,High,Tier 3,2371.5796
4706,FDU19,8.77,Regular,0.047036036,Fruits and Vegetables,170.5422,OUT017,2007,,Tier 2,2759.0752
4707,FDA50,16.25,Low Fat,0.087158654,Dairy,95.141,OUT035,2004,Small,Tier 2,2220.443
4708,FDS48,15.15,Low Fat,0.027756137,Baking Goods,150.4708,OUT013,1987,High,Tier 3,2106.5912
4715,FDX34,6.195,Low Fat,0.072131519,Snack Foods,120.1098,OUT045,2002,,Tier 2,2892.2352
4716,FDX55,15.1,Low Fat,0,Fruits and Vegetables,216.4166,OUT045,2002,,Tier 2,2830.3158
4717,NCS05,11.5,Low Fat,0.021020616,Health and Hygiene,130.7942,OUT045,2002,,Tier 2,2782.3782
4720,FDB47,8.8,Low Fat,0.071540443,Snack Foods,210.6612,OUT049,1999,Medium,Tier 1,2508.7344
4725,FDW20,20.75,Low Fat,0.024144862,Fruits and Vegetables,123.373,OUT035,2004,Small,Tier 2,2093.941
4735,DRF49,7.27,Low Fat,0.07136748,Soft Drinks,111.8518,OUT018,2009,Medium,Tier 3,2277.036
4740,NCT53,,low fat,0,Health and Hygiene,164.5526,OUT027,1985,Medium,Tier 3,2302.3364
4744,NCO41,12.5,Low Fat,0.018845298,Health and Hygiene,96.7384,OUT035,2004,Small,Tier 2,2759.0752
4746,FDQ01,19.7,Regular,0.161356273,Canned,253.1014,OUT018,2009,Medium,Tier 3,2805.0154
4747,FDQ48,14.3,Regular,0.034605882,Baking Goods,95.9726,OUT017,2007,,Tier 2,2153.1972
4754,NCO05,,Low Fat,0.046333982,Health and Hygiene,97.2384,OUT027,1985,Medium,Tier 3,2660.5368
4762,FDV60,20.2,Regular,0.118025091,Baking Goods,195.811,OUT017,2007,,Tier 2,2553.343
4763,FDG60,20.35,Low Fat,0.060649213,Baking Goods,232.7616,OUT013,1987,High,Tier 3,2812.3392
4766,FDU02,13.35,low fat,0.103091351,Dairy,229.9352,OUT017,2007,,Tier 2,2519.3872
4767,FDZ58,17.85,Low Fat,0.052389407,Snack Foods,120.9072,OUT018,2009,Medium,Tier 3,2817.6656
4768,NCQ38,16.35,Low Fat,0.013355306,Others,105.528,OUT013,1987,High,Tier 3,2024.032
4770,FDT03,21.25,Low Fat,0.01005532,Meat,183.1608,OUT017,2007,,Tier 2,2756.412
4780,NCK30,14.85,Low Fat,0.061102235,Household,253.2698,OUT045,2002,,Tier 2,2283.0282
4787,NCN06,8.39,Low Fat,0.121178848,Household,165.1868,OUT017,2007,,Tier 2,2784.3756
4789,NCX05,15.2,Low Fat,0.09698132,Health and Hygiene,116.3492,OUT013,1987,High,Tier 3,2548.6824
4790,FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.4646,OUT035,2004,Small,Tier 2,2061.3168
4798,DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,1999,Medium,Tier 1,2444.8176
4812,FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,1987,High,Tier 3,2105.2596
4814,FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704,OUT018,2009,Medium,Tier 3,2628.5784
4817,FDZ39,19.7,Regular,0.018061324,Meat,102.599,OUT045,2002,,Tier 2,2063.98
4821,FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,OUT018,2009,Medium,Tier 3,2323.642
4826,FDL58,5.78,Regular,0.074135053,Snack Foods,264.0568,OUT035,2004,Small,Tier 2,2109.2544
4827,FDK09,15.2,Low Fat,0.091745951,Snack Foods,229.0352,OUT035,2004,Small,Tier 2,2290.352
4829,FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.279,OUT035,2004,Small,Tier 2,2376.906
4832,FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,1999,Medium,Tier 1,2165.1816
4842,FDM40,10.195,Low Fat,0,Frozen Foods,143.1154,OUT017,2007,,Tier 2,2410.8618
4843,FDE10,6.67,Regular,0.090456903,Snack Foods,131.2626,OUT017,2007,,Tier 2,2098.6016
4845,FDB36,,Regular,0.048292189,Baking Goods,133.1626,OUT027,1985,Medium,Tier 3,2492.0894
4849,NCF18,18.35,Low Fat,0.088908547,Household,192.8504,OUT013,1987,High,Tier 3,2876.256
4851,FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.4734,OUT046,1997,Small,Tier 1,2078.6276
4859,FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,OUT045,2002,,Tier 2,2852.2872
4875,FDA19,7.52,LF,0.055081623,Fruits and Vegetables,128.8994,OUT013,1987,High,Tier 3,2055.9904
4876,FDW09,13.65,Regular,0.025920816,Snack Foods,81.2302,OUT046,1997,Small,Tier 1,2059.9852
4878,FDO39,6.985,Regular,0.137645467,Meat,185.2608,OUT045,2002,,Tier 2,2940.1728
4881,FDY13,12.1,Low Fat,0.030102335,Canned,74.767,OUT013,1987,High,Tier 3,2220.443
4882,FDY31,5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,OUT018,2009,Medium,Tier 3,2354.2688
4883,NCS29,9,Low Fat,0.069653585,Health and Hygiene,266.2884,OUT049,1999,Medium,Tier 1,2914.8724
4884,FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,2009,Medium,Tier 3,2246.4092
4885,NCX41,19,Low Fat,0.017755213,Health and Hygiene,211.7244,OUT045,2002,,Tier 2,2752.4172
4887,FDV35,19.5,Low Fat,0.128181759,Breads,156.1314,OUT035,2004,Small,Tier 2,2792.3652
4898,FDR57,5.675,Regular,0.023496967,Snack Foods,156.1288,OUT046,1997,Small,Tier 1,2828.3184
4908,NCL31,7.39,Low Fat,0.120180894,Others,141.447,OUT013,1987,High,Tier 3,2290.352
4920,FDD52,18.25,Regular,0.183142346,Dairy,110.357,OUT013,1987,High,Tier 3,2087.283
4923,FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,1999,Medium,Tier 1,2524.0478
4928,FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999,Medium,Tier 1,2326.971
4935,FDX24,,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,2036.0164
4938,FDH38,6.425,Low Fat,0.010480751,Canned,116.5808,OUT018,2009,Medium,Tier 3,2460.7968
4941,NCP06,20.7,LF,0.039238384,Household,152.8366,OUT035,2004,Small,Tier 2,2569.3222
4948,FDE11,17.7,Regular,0.135306012,Starchy Foods,183.7924,OUT049,1999,Medium,Tier 1,2221.1088
4950,FDC29,8.39,Regular,0.024201084,Frozen Foods,112.6176,OUT035,2004,Small,Tier 2,2175.8344
4952,DRF27,8.93,Low Fat,0.028411899,Dairy,152.334,OUT035,2004,Small,Tier 2,2143.876
4955,DRN36,,Low Fat,0.049934854,Soft Drinks,95.0752,OUT027,1985,Medium,Tier 3,2588.6304
4956,FDP08,20.5,Regular,0.113045883,Fruits and Vegetables,194.1478,OUT017,2007,,Tier 2,2906.217
4959,DRE49,20.75,Low Fat,0.02128304,Soft Drinks,153.5024,OUT049,1999,Medium,Tier 1,2428.8384
4971,FDP59,20.85,Regular,0.056465714,Breads,103.6648,OUT046,1997,Small,Tier 1,2285.0256
4981,FDT19,7.59,Regular,0.145335007,Fruits and Vegetables,173.108,OUT045,2002,,Tier 2,2077.296
4983,NCU30,5.11,Low Fat,0.034874689,Household,161.721,OUT046,1997,Small,Tier 1,2446.815
4992,FDS36,8.38,Regular,0.046878474,Baking Goods,109.857,OUT035,2004,Small,Tier 2,2306.997
5000,NCI42,18.75,Low Fat,0.010381661,Household,207.8954,OUT049,1999,Medium,Tier 1,2292.3494
5005,FDV33,9.6,Regular,0.027454997,Snack Foods,258.1304,OUT018,2009,Medium,Tier 3,2324.9736
5013,FDM45,8.655,Regular,0.088178053,Snack Foods,122.6756,OUT035,2004,Small,Tier 2,2302.3364
5016,FDE14,13.65,Regular,0.031418984,Canned,99.27,OUT013,1987,High,Tier 3,2596.62
5022,FDZ49,11,Regular,0.133034816,Canned,222.0798,OUT013,1987,High,Tier 3,2864.9374
5029,FDJ27,17.7,Regular,0.122065518,Meat,103.3674,OUT049,1999,Medium,Tier 1,2546.685
5034,FDN33,6.305,Regular,0.12301331,Snack Foods,93.2436,OUT013,1987,High,Tier 3,2079.9592
5047,FDG05,11,Regular,0.088025298,Frozen Foods,158.063,OUT045,2002,,Tier 2,2659.871
5049,DRD12,,Low Fat,0,Soft Drinks,89.4146,OUT027,1985,Medium,Tier 3,2645.2234
5057,FDF17,5.19,Low Fat,0.042707323,Frozen Foods,197.811,OUT045,2002,,Tier 2,2946.165
5059,NCO53,16.2,Low Fat,0.175898114,Health and Hygiene,183.7608,OUT018,2009,Medium,Tier 3,2940.1728
5066,FDJ12,8.895,Regular,0.039261947,Baking Goods,207.4296,OUT017,2007,,Tier 2,2492.7552
5068,FDX32,15.1,Regular,0.100423086,Fruits and Vegetables,144.7786,OUT017,2007,,Tier 2,2600.6148
5069,FDH02,,Regular,0,Canned,91.8488,OUT027,1985,Medium,Tier 3,2716.464
5070,FDD16,20.5,Low Fat,0.036353098,Frozen Foods,75.8696,OUT046,1997,Small,Tier 1,2386.2272
5075,FDF21,10.3,Regular,0.058778429,Fruits and Vegetables,187.853,OUT013,1987,High,Tier 3,2656.542
5076,NCJ19,,Low Fat,0.117607719,Others,55.2588,OUT027,1985,Medium,Tier 3,2748.4224
5078,FDK58,11.35,Regular,0.044945123,Snack Foods,101.0016,OUT013,1987,High,Tier 3,2631.2416
5079,FDC26,10.195,Low Fat,0.126579586,Canned,112.2886,OUT049,1999,Medium,Tier 1,2557.3378
5080,FDN15,17.5,Low Fat,0.016802225,Meat,138.518,OUT018,2009,Medium,Tier 3,2376.906
5081,DRH11,,Low Fat,0.075192072,Hard Drinks,56.0614,OUT027,1985,Medium,Tier 3,2597.2858
5084,FDD03,13.3,Low Fat,0.079791176,Dairy,232.73,OUT035,2004,Small,Tier 2,2796.36
5088,FDC38,15.7,Low Fat,0.122392031,Canned,133.1942,OUT013,1987,High,Tier 3,2782.3782
5091,FDW34,9.6,Low Fat,0.035651291,Snack Foods,244.917,OUT045,2002,,Tier 2,2916.204
5108,FDR01,5.405,Regular,0.053839714,Canned,198.6742,OUT018,2009,Medium,Tier 3,2388.8904
5109,FDC32,,Low Fat,0.098629062,Fruits and Vegetables,90.6462,OUT027,1985,Medium,Tier 3,2406.2012
5115,FDE26,9.3,Low Fat,0.089186275,Canned,145.3786,OUT045,2002,,Tier 2,2745.0934
5117,NCO42,21.25,LF,0.024650932,Household,146.0102,OUT035,2004,Small,Tier 2,2916.204
5123,NCS06,7.935,Low Fat,0.031866022,Household,261.291,OUT018,2009,Medium,Tier 3,2892.901
5133,FDI52,18.7,Low Fat,0.104591027,Frozen Foods,121.4072,OUT013,1987,High,Tier 3,2450.144
5139,FDW31,11.35,reg,0.043402224,Fruits and Vegetables,197.0742,OUT017,2007,,Tier 2,2587.9646
5141,FDK58,,Regular,0.044764726,Snack Foods,102.4016,OUT027,1985,Medium,Tier 3,2428.8384
5143,NCP43,17.75,Low Fat,0.030631323,Others,178.566,OUT018,2009,Medium,Tier 3,2516.724
5147,FDB29,16.7,Regular,0.052493162,Frozen Foods,113.9176,OUT049,1999,Medium,Tier 1,2519.3872
5151,FDV36,18.7,Low Fat,0.026450779,Baking Goods,124.902,OUT017,2007,,Tier 2,2909.546
5158,FDX58,13.15,Low Fat,0.043831721,Snack Foods,184.195,OUT049,1999,Medium,Tier 1,2746.425
5169,FDA49,,Low Fat,0.064607378,Canned,87.4198,OUT027,1985,Medium,Tier 3,2267.7148
5171,FDG35,21.2,Regular,0,Starchy Foods,173.6738,OUT049,1999,Medium,Tier 1,2954.1546
